longitude,latitude,time,r,q,t,u,v,w,vo
-11.0,-33.0,2022-10-03T09:00:00.000000000,61.262676,0.005283257,284.96146,3.019215,-0.90520823,0.010843942,2.6347936e-05
-11.0,-33.0,2022-10-03T12:00:00.000000000,60.821556,0.005335345,285.20724,2.8623967,-2.5720067,0.004539738,2.5634223e-05
-11.0,-33.0,2022-10-03T15:00:00.000000000,61.643337,0.0054905587,285.45303,4.483796,-2.9390683,-0.008699169,2.5982967e-05
-11.0,-33.0,2022-10-03T18:00:00.000000000,63.83102,0.005725827,285.54407,3.8167872,-2.5602841,0.031017432,2.6429034e-05
-11.0,-33.0,2022-10-03T21:00:00.000000000,67.44059,0.006019125,285.46085,3.1568742,-3.328843,0.032341372,2.8521505e-05
-11.0,-33.0,2022-10-04T00:00:00.000000000,71.28527,0.006380592,285.50635,3.276794,-4.9157815,0.033097874,2.9381195e-05
-11.0,-33.0,2022-10-04T03:00:00.000000000,76.58094,0.006846584,285.49725,4.4845057,-5.5312147,0.002648423,2.6899439e-05
-11.0,-33.0,2022-10-04T06:00:00.000000000,77.90206,0.007065771,285.71704,5.8937387,-4.918712,-0.0131121185,1.5301664e-05
-11.0,-33.0,2022-10-04T09:00:00.000000000,79.07315,0.007361517,286.1085,6.5068197,-3.8776045,0.0054853656,8.059132e-06
-11.0,-33.0,2022-10-04T12:00:00.000000000,79.24109,0.007846036,287.02405,6.718276,-3.8710103,-0.008005669,8.261891e-06
-11.0,-33.0,2022-10-04T15:00:00.000000000,82.19458,0.008358172,287.4519,7.10287,-5.148767,0.009583125,1.3995898e-05
-11.0,-33.0,2022-10-04T18:00:00.000000000,85.5332,0.008854228,287.712,8.521328,-5.6345196,0.014752576,1.5082679e-05
-11.0,-33.0,2022-10-04T21:00:00.000000000,89.901855,0.009299245,287.70682,9.681498,-5.947365,-0.00025152188,1.0711211e-05
-11.0,-33.0,2022-10-05T00:00:00.000000000,90.197426,0.009340845,287.71072,10.210138,-6.208192,0.013996074,9.324348e-06
-11.0,-33.0,2022-10-05T03:00:00.000000000,90.56913,0.009397826,287.74844,10.420175,-4.999305,-0.016138127,1.1887209e-05
-11.0,-33.0,2022-10-05T06:00:00.000000000,91.01249,0.009513888,287.8538,10.493262,-4.1757965,0.017337272,1.5058348e-05
-11.0,-33.0,2022-10-05T09:00:00.000000000,91.65737,0.009705807,288.05927,10.459911,-4.068828,0.009204814,1.7426572e-05
-11.0,-33.0,2022-10-05T12:00:00.000000000,90.75275,0.009883745,288.50793,10.175368,-6.6338663,-0.022190204,9.762302e-06
-11.0,-33.0,2022-10-05T15:00:00.000000000,91.7559,0.010074266,288.61456,10.655757,-5.550997,-0.04198544,3.0226195e-06
-11.0,-33.0,2022-10-05T18:00:00.000000000,92.79488,0.010209554,288.651,10.0781555,-4.4542065,-0.012418678,-4.868735e-06
-11.0,-33.0,2022-10-05T21:00:00.000000000,93.556206,0.01032142,288.6965,8.345351,-4.814675,-0.030637851,-1.6894835e-06
-11.0,-33.0,2022-10-06T00:00:00.000000000,93.52486,0.010342744,288.73163,7.0744867,-8.697765,-0.0061144135,1.724003e-05
-11.0,-33.0,2022-10-06T03:00:00.000000000,93.988365,0.010442025,288.79663,6.6842155,-9.059699,-0.038013805,-1.868874e-05
-11.0,-33.0,2022-10-06T06:00:00.000000000,97.50165,0.010876554,288.85257,8.163698,-6.129797,-0.032970417,-6.0846247e-05
-11.0,-33.0,2022-10-06T09:00:00.000000000,99.66918,0.011111473,288.83826,9.148601,-4.938494,-0.014625123,-2.5395986e-05
-11.0,-33.0,2022-10-06T12:00:00.000000000,99.31091,0.011075466,288.83826,8.805871,-5.6257277,0.0085744355,6.5992767e-06
-11.0,-33.0,2022-10-06T15:00:00.000000000,98.35925,0.010940178,288.80185,9.009522,-8.850159,-0.021496704,4.774452e-06
-11.0,-33.0,2022-10-06T18:00:00.000000000,93.40394,0.010655968,289.2037,9.167049,-10.012888,0.007880935,1.9583915e-05
-11.0,-33.0,2022-10-06T21:00:00.000000000,92.07386,0.010485723,289.1829,7.816002,-11.297972,0.0057374933,2.5480125e-05
-11.0,-33.0,2022-10-07T00:00:00.000000000,93.27183,0.010524177,289.02945,6.662218,-14.41983,-0.02754878,1.1376263e-05
-11.0,-33.0,2022-10-07T03:00:00.000000000,90.52659,0.010334704,289.2128,6.553652,-15.255793,-0.03479867,1.6193799e-05
-11.0,-33.0,2022-10-07T06:00:00.000000000,88.98155,0.010307786,289.4417,6.936118,-15.326862,-0.03927462,2.3266448e-07
-11.0,-33.0,2022-10-07T09:00:00.000000000,90.0362,0.010342395,289.30905,9.5928,-12.58159,-0.07766741,-5.706683e-05
-11.0,-33.0,2022-10-07T12:00:00.000000000,86.791626,0.010054689,289.4534,9.567255,-12.032828,-0.026603153,-3.7082973e-05
-11.0,-33.0,2022-10-07T15:00:00.000000000,83.09025,0.0094631985,289.1959,12.038735,-9.406247,-0.021938017,-1.7820936e-05
-11.0,-33.0,2022-10-07T18:00:00.000000000,83.86725,0.009065725,288.37787,12.756834,-5.6469746,0.0030897358,-4.3465807e-05
-11.0,-33.0,2022-10-07T21:00:00.000000000,88.13962,0.009294351,287.99554,10.727425,0.11392009,-0.003466656,-9.742384e-05
-11.0,-33.5,2022-10-01T00:00:00.000000000,64.90583,0.0068392428,287.99554,14.263281,-8.209815,-0.01689463,-1.44957e-05
-11.0,-33.5,2022-10-01T03:00:00.000000000,73.757324,0.0075202263,287.45712,15.579559,-5.713647,-0.017083755,-3.7861566e-05
-11.0,-33.5,2022-10-01T06:00:00.000000000,76.0413,0.0075114868,286.98242,15.084978,-0.57477915,0.021245906,-3.5939418e-05
-11.0,-33.5,2022-10-01T09:00:00.000000000,71.77341,0.0067822607,286.31137,13.527443,1.738957,0.016896019,-2.506346e-05
-11.0,-33.5,2022-10-01T12:00:00.000000000,74.83437,0.0067815618,285.70145,13.506155,1.086158,0.011726508,-2.6069143e-05
-11.0,-33.5,2022-10-01T15:00:00.000000000,85.248825,0.007119257,284.43213,14.325724,4.452725,0.0052331784,-3.4471446e-05
-11.0,-33.5,2022-10-01T18:00:00.000000000,69.908165,0.0060439454,284.94843,12.28638,8.158512,0.042428087,-1.6912576e-05
-11.0,-33.5,2022-10-01T21:00:00.000000000,68.98338,0.0058716023,284.72345,9.6446,8.281599,0.038267326,-1.0537856e-05
-11.0,-33.5,2022-10-02T00:00:00.000000000,68.53107,0.005795044,284.63242,8.648344,7.543079,0.020804593,-3.5386427e-06
-11.0,-33.5,2022-10-02T03:00:00.000000000,63.692192,0.005375197,284.5934,8.316968,7.055861,0.018345961,8.999935e-06
-11.0,-33.5,2022-10-02T06:00:00.000000000,58.710003,0.004858516,284.30728,7.550617,7.360647,0.03744776,6.08021e-06
-11.0,-33.5,2022-10-02T09:00:00.000000000,58.179317,0.0047697225,284.16034,5.6900883,6.9738035,0.041986834,7.0696747e-06
-11.0,-33.5,2022-10-02T12:00:00.000000000,54.151024,0.0046739373,284.92764,4.5817184,6.246273,0.010339627,1.5171897e-05
-11.0,-33.5,2022-10-02T15:00:00.000000000,55.024303,0.004828103,285.18774,4.381616,4.954596,0.012798259,2.3809398e-05
-11.0,-33.5,2022-10-02T18:00:00.000000000,56.43051,0.0049983487,285.3477,4.1744175,3.8299649,0.031143555,2.705353e-05
-11.0,-33.5,2022-10-02T21:00:00.000000000,56.672344,0.0050039417,285.3087,4.1893187,2.6635723,0.031710934,2.755637e-05
-11.0,-33.5,2022-10-03T00:00:00.000000000,58.922726,0.0051451726,285.1409,4.8087854,1.1967895,0.005926619,2.3752624e-05
-11.0,-33.5,2022-10-03T03:00:00.000000000,61.674686,0.0053248573,284.96405,5.0564303,1.5579903,0.018787274,2.3801285e-05
-11.0,-33.5,2022-10-03T06:00:00.000000000,63.13911,0.005441967,284.91983,3.662098,1.6722851,0.022191534,2.5958636e-05
-11.0,-33.5,2022-10-03T09:00:00.000000000,62.84354,0.005419244,284.92242,4.1197796,-1.0055825,0.012672195,2.410948e-05
-11.0,-33.5,2022-10-03T12:00:00.000000000,62.189697,0.005433927,285.1487,3.926063,-2.7309933,0.007880935,2.440145e-05
-11.0,-33.5,2022-10-03T15:00:00.000000000,62.935345,0.0055891406,285.3815,5.5155306,-2.9771667,-0.0044122837,2.504217e-05
-11.0,-33.5,2022-10-03T18:00:00.000000000,64.70878,0.0057887514,285.48166,4.9585075,-2.5632148,0.028054485,2.6291162e-05
-11.0,-33.5,2022-10-03T21:00:00.000000000,68.02277,0.00605723,285.41922,4.28937,-3.4614544,0.028810987,2.7580701e-05
-11.0,-33.5,2022-10-04T00:00:00.000000000,71.482315,0.0063938764,285.46735,4.260987,-5.4315734,0.034421753,3.3460692e-05
-11.0,-33.5,2022-10-04T03:00:00.000000000,76.256256,0.006801488,285.43744,5.582941,-5.9935226,-0.01418381,3.127901e-05
-11.0,-33.5,2022-10-04T06:00:00.000000000,76.065926,0.006892029,285.70145,7.01772,-4.9121184,-0.012355616,1.6428994e-05
-11.0,-33.5,2022-10-04T09:00:00.000000000,78.97239,0.0073251603,286.02396,7.2355623,-3.9677215,0.00838531,7.5644034e-06
-11.0,-33.5,2022-10-04T12:00:00.000000000,79.65982,0.007825411,286.9265,7.3895416,-3.9999585,-0.0044753454,1.0646331e-05
-11.0,-33.5,2022-10-04T15:00:00.000000000,82.83946,0.008365863,287.31537,7.647831,-5.3597727,0.0067461827,1.7540113e-05
-11.0,-33.5,2022-10-04T18:00:00.000000000,86.03702,0.00884409,287.59238,9.151439,-6.2345676,0.0048549273,1.5034017e-05
-11.0,-33.5,2022-10-04T21:00:00.000000000,89.77422,0.009264636,287.6366,10.523065,-6.1810827,-0.005042722,8.2051165e-06
-11.0,-33.5,2022-10-05T00:00:00.000000000,90.08323,0.009313228,287.6691,10.92185,-6.759884,0.005044053,7.0777874e-06
-11.0,-33.5,2022-10-05T03:00:00.000000000,90.065315,0.009372307,287.76144,11.312831,-5.1934595,-0.026540091,1.1424924e-05
-11.0,-33.5,2022-10-05T06:00:00.000000000,91.406586,0.009558983,287.86548,11.407915,-4.449078,0.0063679316,1.1870991e-05
-11.0,-33.5,2022-10-05T09:00:00.000000000,92.08058,0.009804739,288.12167,11.261031,-3.7889528,-0.027737906,5.820684e-06
-11.0,-33.5,2022-10-05T12:00:00.000000000,92.16567,0.009952611,288.35318,9.91637,-4.726023,-0.072119646,-2.2703354e-05
-11.0,-33.5,2022-10-05T15:00:00.000000000,94.04882,0.010092095,288.25043,8.974043,-3.693707,-0.10918849,-6.810499e-05
-11.0,-33.5,2022-10-05T18:00:00.000000000,95.68567,0.010194172,288.1334,7.3214216,-2.5163245,-0.08119773,-0.00010221705
-11.0,-33.5,2022-10-05T21:00:00.000000000,96.66419,0.010277373,288.10086,5.0606875,-2.7595673,-0.073821776,-0.00010470692
-11.0,-33.5,2022-10-06T00:00:00.000000000,95.25127,0.010340297,288.4078,5.475794,-7.3057146,-0.051126588,-4.969454e-05
-11.0,-33.5,2022-10-06T03:00:00.000000000,94.9848,0.010453911,288.6302,5.888772,-7.913821,-0.056926478,-3.7877788e-05
-11.0,-33.5,2022-10-06T06:00:00.000000000,97.58002,0.010752103,288.6731,6.459277,-5.2418146,-0.035555173,-7.7723846e-05
-11.0,-33.5,2022-10-06T09:00:00.000000000,99.6244,0.010990867,288.6796,7.5548754,-4.123045,-0.020235887,-6.727774e-05
-11.0,-33.5,2022-10-06T12:00:00.000000000,99.68485,0.0110495975,288.75372,7.906829,-5.018354,0.0068092444,-2.4584953e-05
-11.0,-33.5,2022-10-06T15:00:00.000000000,99.46765,0.010903472,288.57556,8.913728,-8.573946,-0.01865982,3.1604916e-06
-11.0,-33.5,2022-10-06T18:00:00.000000000,95.25351,0.010726235,288.99564,9.699238,-10.004828,-6.239633e-05,1.4863702e-05
-11.0,-33.5,2022-10-06T21:00:00.000000000,90.52211,0.010345191,289.2258,8.581643,-11.427652,0.0073135593,2.8026769e-05
-11.0,-33.5,2022-10-07T00:00:00.000000000,93.17107,0.010482577,288.9826,6.86374,-14.707766,-0.0317096,1.0321918e-05
-11.0,-33.5,2022-10-07T03:00:00.000000000,91.21401,0.010334005,289.09576,6.8992195,-15.4807205,-0.03549211,1.2065638e-05
-11.0,-33.5,2022-10-07T06:00:00.000000000,89.574936,0.010314428,289.35065,7.6031265,-14.760517,-0.051126588,-9.580838e-06
-11.0,-33.5,2022-10-07T09:00:00.000000000,90.11458,0.0102501055,289.1673,9.9298525,-10.689865,-0.05327003,-6.5842214e-05
-11.0,-33.5,2022-10-07T12:00:00.000000000,86.12211,0.009889337,289.30774,8.900246,-11.591035,-0.021559766,-2.868067e-05
-11.0,-33.5,2022-10-07T15:00:00.000000000,82.687195,0.00930379,289.00214,11.532803,-9.774041,-0.019416323,-1.8786066e-05
-11.0,-33.5,2022-10-07T18:00:00.000000000,84.066536,0.009009442,288.25565,11.761998,-5.672618,0.0028375485,-5.4414755e-05
-11.0,-33.5,2022-10-07T21:00:00.000000000,88.10827,0.0092988955,288.01633,8.983268,1.6239296,0.002270172,-0.000113871596
-11.0,-34.0,2022-10-01T00:00:00.000000000,68.515396,0.007073462,287.6834,13.574274,-8.812793,-0.020551076,-1.5387834e-05
-11.0,-34.0,2022-10-01T03:00:00.000000000,79.06644,0.007790103,286.64432,15.500795,-5.633787,-0.016957691,-2.6661195e-05
-11.0,-34.0,2022-10-01T06:00:00.000000000,77.44079,0.00749261,286.6989,14.726639,0.15494883,0.02584798,-3.7277623e-05
-11.0,-34.0,2022-10-01T09:00:00.000000000,74.75824,0.006886436,285.96933,12.939198,1.8583803,0.016139517,-2.4941806e-05
-11.0,-34.0,2022-10-01T12:00:00.000000000,78.98359,0.0068836394,285.1058,13.060536,1.3572417,0.008637438,-2.970257e-05
-11.0,-34.0,2022-10-01T15:00:00.000000000,85.660835,0.006965791,284.0615,13.839659,4.755313,0.0027114847,-3.5874535e-05
-11.0,-34.0,2022-10-01T18:00:00.000000000,70.98969,0.006016329,284.69873,12.095502,8.452309,0.037636887,-1.9889068e-05
-11.0,-34.0,2022-10-01T21:00:00.000000000,69.51855,0.005830701,284.54007,9.526099,8.782004,0.036880385,-1.1121802e-05
-11.0,-34.0,2022-10-02T00:00:00.000000000,70.03133,0.0057929466,284.3411,8.79026,7.7914505,0.018093774,-2.938478e-06
-11.0,-34.0,2022-10-02T03:00:00.000000000,63.03835,0.005224528,284.3606,8.7413,7.0829697,0.009204814,8.740401e-06
-11.0,-34.0,2022-10-02T06:00:00.000000000,58.866745,0.004770422,284.042,7.9891405,7.4837337,0.042049836,3.4767993e-06
-11.0,-34.0,2022-10-02T09:00:00.000000000,58.226337,0.0046903677,283.94705,6.0966806,7.1166716,0.04015858,8.107793e-06
-11.0,-34.0,2022-10-02T12:00:00.000000000,54.17789,0.004609964,284.78067,5.198347,6.0858207,0.015193829,1.8480909e-05
-11.0,-34.0,2022-10-02T15:00:00.000000000,55.790104,0.004859565,285.1318,5.289174,4.665196,0.017337272,2.7515822e-05
-11.0,-34.0,2022-10-02T18:00:00.000000000,56.99255,0.005039949,285.3516,5.2657576,3.544228,0.028621862,2.798622e-05
-11.0,-34.0,2022-10-02T21:00:00.000000000,57.957638,0.0051175556,285.3126,5.3672276,2.3404698,0.03322394,2.6437147e-05
-11.0,-34.0,2022-10-03T00:00:00.000000000,60.333412,0.005279412,285.16434,5.769562,1.2217,0.006872306,2.340388e-05
-11.0,-34.0,2022-10-03T03:00:00.000000000,64.09748,0.0055230698,284.94843,6.2045374,1.2143734,0.011600444,2.2698287e-05
-11.0,-34.0,2022-10-03T06:00:00.000000000,66.090355,0.0056594065,284.87302,4.688156,1.5089022,0.025911042,2.5212486e-05
-11.0,-34.0,2022-10-03T09:00:00.000000000,65.44547,0.005612912,284.88733,5.0912,-1.0869075,0.009583125,2.3533647e-05
-11.0,-34.0,2022-10-03T12:00:00.000000000,63.44364,0.0055436953,285.13702,4.8832917,-2.921485,0.0025223591,2.2852377e-05
-11.0,-34.0,2022-10-03T15:00:00.000000000,64.25198,0.0056803813,285.3425,6.501853,-3.0753431,-0.012859931,2.2600956e-05
-11.0,-34.0,2022-10-03T18:00:00.000000000,66.175446,0.00588174,285.42703,6.0668774,-2.5133939,0.020300278,2.2787497e-05
-11.0,-34.0,2022-10-03T21:00:00.000000000,69.66186,0.006162104,285.3321,5.3927727,-3.5559673,0.021939347,2.6347936e-05
-11.0,-34.0,2022-10-04T00:00:00.000000000,71.925674,0.0064012175,285.43222,5.3594227,-5.774458,0.017085144,3.4831337e-05
-11.0,-34.0,2022-10-04T03:00:00.000000000,75.279976,0.00668298,285.38672,6.894253,-6.067521,-0.030385664,2.7296845e-05
-11.0,-34.0,2022-10-04T06:00:00.000000000,76.37046,0.0068829404,285.6117,7.8557386,-4.865228,-0.0064926646,1.2795569e-05
-11.0,-34.0,2022-10-04T09:00:00.000000000,78.94776,0.007277967,285.95892,7.7996817,-4.064432,0.0068092444,8.1483495e-06
-11.0,-34.0,2022-10-04T12:00:00.000000000,79.95987,0.0078215655,286.81207,8.053713,-4.3237934,-0.000314524,1.1092398e-05
-11.0,-34.0,2022-10-04T15:00:00.000000000,83.58959,0.008362018,287.20612,8.253105,-5.6205997,0.007502685,1.9389268e-05
-11.0,-34.0,2022-10-04T18:00:00.000000000,86.33035,0.008826611,287.51825,9.9334,-6.655113,-0.012355616,1.4190545e-05
-11.0,-34.0,2022-10-04T21:00:00.000000000,89.24353,0.009187379,287.6392,11.340505,-6.4089403,-0.010905614,1.0362467e-05
-11.0,-34.0,2022-10-05T00:00:00.000000000,89.63315,0.009285611,287.73544,11.681106,-7.0148487,-0.014435997,1.05165645e-05
-11.0,-34.0,2022-10-05T03:00:00.000000000,90.640785,0.009430687,287.80826,12.177814,-5.0615807,-0.04261588,6.5587205e-06
-11.0,-34.0,2022-10-05T06:00:00.000000000,92.05371,0.009654069,287.8967,12.038735,-3.6365595,-0.042489816,-7.812788e-06
-11.0,-34.0,2022-10-05T09:00:00.000000000,92.46124,0.009759643,288.02283,10.499648,-1.4114753,-0.0931127,-5.9102524e-05
-11.0,-34.0,2022-10-05T12:00:00.000000000,94.955696,0.0098792,287.77835,6.396125,-0.024552464,-0.110701494,-9.640194e-05
-11.0,-34.0,2022-10-05T15:00:00.000000000,98.1734,0.009915207,287.32446,2.5565662,0.4421512,-0.13074897,-0.000121981924
-11.0,-34.0,2022-10-05T18:00:00.000000000,99.053406,0.009825364,287.04355,-0.7359028,0.8685584,-0.08176511,-0.00013622368
-11.0,-34.0,2022-10-05T21:00:00.000000000,98.48913,0.009714547,286.95773,-3.2052548,-0.34399164,-0.05736779,-0.00013021391
-11.0,-34.0,2022-10-06T00:00:00.000000000,97.38745,0.009988618,287.59497,-0.64294744,-4.6630144,-0.10534292,-0.00012959754
-11.0,-34.0,2022-10-06T03:00:00.000000000,97.69869,0.010380848,288.11517,2.5253444,-5.502641,-0.10944068,-0.00011299568
-11.0,-34.0,2022-10-06T06:00:00.000000000,98.99071,0.010598987,288.2062,1.9044585,-3.4343457,-0.089519314,-0.00015549382
-11.0,-34.0,2022-10-06T09:00:00.000000000,99.76099,0.010765038,288.32977,2.0910792,-3.1039166,-0.058817733,-0.00016197398
-11.0,-34.0,2022-10-06T12:00:00.000000000,99.69381,0.010964649,288.61847,3.946641,-4.3684855,-0.029061785,-0.000115274685
-11.0,-34.0,2022-10-06T15:00:00.000000000,99.9334,0.0108709615,288.46112,8.3524475,-8.387118,-0.022505393,-1.4868775e-05
-11.0,-34.0,2022-10-06T18:00:00.000000000,97.125465,0.010720641,288.6939,9.964622,-9.705172,-0.009770861,9.227025e-06
-11.0,-34.0,2022-10-06T21:00:00.000000000,89.462975,0.010227382,289.25443,9.133699,-11.505314,0.0027114847,2.5163825e-05
-11.0,-34.0,2022-10-07T00:00:00.000000000,92.14776,0.010368263,289.00082,7.06952,-14.84404,-0.039400745,1.6145137e-05
-11.0,-34.0,2022-10-07T03:00:00.000000000,91.60811,0.010314428,289.01904,7.361868,-15.474859,-0.042426754,1.5780168e-05
-11.0,-34.0,2022-10-07T06:00:00.000000000,89.90409,0.010277023,289.2427,8.700144,-13.566282,-0.05327003,-1.9507885e-05
-11.0,-34.0,2022-10-07T09:00:00.000000000,90.32058,0.010157117,288.98392,9.607701,-9.381336,-0.027990093,-5.0838098e-05
-11.0,-34.0,2022-10-07T12:00:00.000000000,85.6474,0.009721888,289.15298,8.248138,-11.188806,-0.02754878,-2.1705784e-05
-11.0,-34.0,2022-10-07T15:00:00.000000000,82.81931,0.009173046,288.77972,10.63234,-9.779902,-0.017903319,-2.5104013e-05
-11.0,-34.0,2022-10-07T18:00:00.000000000,84.50766,0.009017832,288.1893,10.2356825,-4.914316,0.0032157996,-7.097605e-05
-11.0,-34.0,2022-10-07T21:00:00.000000000,89.25249,0.009346788,287.8993,6.6026134,3.548624,0.005926619,-0.0001196867
-11.0,-34.5,2022-10-01T00:00:00.000000000,72.20333,0.007240911,286.8901,13.401136,-9.667073,-0.024901023,-7.926329e-06
-11.0,-34.5,2022-10-01T03:00:00.000000000,82.449844,0.007866312,286.06686,15.856297,-5.775923,-0.021307578,-3.355498e-05
-11.0,-34.5,2022-10-01T06:00:00.000000000,79.01046,0.0074919104,285.99536,14.466932,1.1147318,0.02755011,-3.6361154e-05
-11.0,-34.5,2022-10-01T09:00:00.000000000,73.11916,0.0067189867,285.8588,12.447455,2.325084,0.014248202,-2.0367579e-05
-11.0,-34.5,2022-10-01T12:00:00.000000000,80.13005,0.0067815618,284.65323,12.585825,1.854717,0.009141812,-3.1024556e-05
-11.0,-34.5,2022-10-01T15:00:00.000000000,84.49646,0.0068235113,283.91714,13.230127,5.126038,0.0051071146,-3.822653e-05
-11.0,-34.5,2022-10-01T18:00:00.000000000,71.63682,0.006020174,284.52707,11.763417,8.742441,0.04047377,-2.116239e-05
-11.0,-34.5,2022-10-01T21:00:00.000000000,70.41422,0.005838392,284.3281,9.364314,9.194491,0.042428087,-1.0764946e-05
-11.0,-34.5,2022-10-02T00:00:00.000000000,71.69056,0.005813222,283.98477,8.951336,8.02004,0.017715523,-1.3894012e-06
-11.0,-34.5,2022-10-02T03:00:00.000000000,62.12028,0.005064769,284.0719,9.15002,7.209719,0.009583125,8.367327e-06
-11.0,-34.5,2022-10-02T06:00:00.000000000,58.3898,0.004661702,283.77667,8.360962,7.5657916,0.043058526,3.9066413e-06
-11.0,-34.5,2022-10-02T09:00:00.000000000,58.183796,0.0046312883,283.71295,6.5522327,7.2573423,0.041041207,1.2162961e-05
-11.0,-34.5,2022-10-02T12:00:00.000000000,54.471226,0.004629191,284.70523,5.968955,5.7348776,0.019165525,2.3395774e-05
-11.0,-34.5,2022-10-02T15:00:00.000000000,56.450665,0.0049224896,285.1019,6.405349,4.2959356,0.024271915,2.9243323e-05
-11.0,-34.5,2022-10-02T18:00:00.000000000,57.827763,0.005126295,285.3763,6.3663225,3.3214998,0.034106504,2.6899439e-05
-11.0,-34.5,2022-10-02T21:00:00.000000000,60.64914,0.005348279,285.3347,6.4465046,1.9865956,0.03530432,2.3679631e-05
-11.0,-34.5,2022-10-03T00:00:00.000000000,63.96985,0.0055793524,285.1292,6.8566446,1.0832274,0.020489404,2.311191e-05
-11.0,-34.5,2022-10-03T03:00:00.000000000,67.47193,0.0058212625,284.94064,7.231305,0.9572102,0.011600444,2.1149213e-05
-11.0,-34.5,2022-10-03T06:00:00.000000000,69.83875,0.005997102,284.8483,5.7333736,1.2693228,0.032530498,2.5171938e-05
-11.0,-34.5,2022-10-03T09:00:00.000000000,68.75947,0.005910755,284.8639,6.0150776,-1.0583338,0.003026674,2.2454971e-05
-11.0,-34.5,2022-10-03T12:00:00.000000000,66.79794,0.005821612,285.1084,5.8000746,-3.0299182,-0.0019536517,2.281994e-05
-11.0,-34.5,2022-10-03T15:00:00.000000000,66.83153,0.0058939755,285.28006,7.3803177,-3.1229658,-0.012418678,2.1392521e-05
-11.0,-34.5,2022-10-03T18:00:00.000000000,68.70125,0.0060841474,285.3347,7.058876,-2.3617334,0.021498093,2.1757483e-05
-11.0,-34.5,2022-10-03T21:00:00.000000000,72.42725,0.0063386424,285.18512,6.342906,-3.493691,0.013743887,2.2130558e-05
-11.0,-34.5,2022-10-04T00:00:00.000000000,73.09005,0.0064739306,285.3425,6.4117355,-5.7986355,-0.00069277507,3.1360116e-05
-11.0,-34.5,2022-10-04T03:00:00.000000000,75.136665,0.0066455747,285.32687,8.043778,-5.8858213,-0.027485719,2.3322782e-05
-11.0,-34.5,2022-10-04T06:00:00.000000000,77.5729,0.0069560027,285.51807,8.536939,-4.7553296,0.0036571124,1.2738795e-05
-11.0,-34.5,2022-10-04T09:00:00.000000000,79.03732,0.00727517,285.9186,8.395732,-4.0856795,0.01008744,8.999935e-06
-11.0,-34.5,2022-10-04T12:00:00.000000000,80.5846,0.007807932,286.72495,8.537649,-4.7743783,0.0047918656,1.2454931e-05
-11.0,-34.5,2022-10-04T15:00:00.000000000,83.52689,0.008345238,287.1398,8.983268,-6.0294228,0.003720174,2.1043777e-05
-11.0,-34.5,2022-10-04T18:00:00.000000000,86.17361,0.008791303,287.48834,10.826766,-6.697608,-0.017462006,1.7061602e-05
-11.0,-34.5,2022-10-04T21:00:00.000000000,88.52699,0.0091276,287.62878,12.205487,-6.521037,-0.01865982,5.6828044e-06
-11.0,-34.5,2022-10-05T00:00:00.000000000,89.43834,0.0092988955,287.76535,12.531187,-6.765745,-0.030448725,4.036408e-06
-11.0,-34.5,2022-10-05T03:00:00.000000000,91.41554,0.009543252,287.81216,12.839146,-4.1289062,-0.06789582,-1.600422e-05
-11.0,-34.5,2022-10-05T06:00:00.000000000,93.444244,0.0096705,287.7094,10.889919,-0.42238605,-0.056737352,-6.448779e-05
-11.0,-34.5,2022-10-05T09:00:00.000000000,97.13218,0.009654769,287.06567,6.3542595,2.4950607,-0.05055921,-8.8291614e-05
-11.0,-34.5,2022-10-05T12:00:00.000000000,93.412895,0.0090650255,286.70023,0.6754594,3.7105415,0.0075657465,-6.621529e-05
-11.0,-34.5,2022-10-05T15:00:00.000000000,91.51407,0.008631195,286.25156,-2.746154,3.0291688,-0.0052318475,-3.6612575e-05
-11.0,-34.5,2022-10-05T18:00:00.000000000,89.836914,0.008346636,286.02527,-5.2488565,2.5038526,0.025784979,-1.896449e-05
-11.0,-34.5,2022-10-05T21:00:00.000000000,89.92648,0.008323564,285.96933,-7.2967153,0.67367125,0.007817933,-1.2492447e-05
-11.0,-34.5,2022-10-06T00:00:00.000000000,90.16608,0.008651821,286.49216,-6.8801894,-2.4130197,-0.04368763,-5.632879e-05
-11.0,-34.5,2022-10-06T03:00:00.000000000,92.39183,0.009209752,287.0969,-4.539982,-2.5917883,-0.08876281,-0.000107002146
-11.0,-34.5,2022-10-06T06:00:00.000000000,94.88404,0.009440126,287.09558,-6.9177976,-0.75940907,-0.059637297,-0.0001346746
-11.0,-34.5,2022-10-06T09:00:00.000000000,94.51457,0.009589747,287.38818,-6.9298606,-2.2774777,-0.024837961,-0.00013340938
-11.0,-34.5,2022-10-06T12:00:00.000000000,95.07661,0.0100463,288.01373,-4.193705,-4.1472225,-0.03473561,-0.0001296543
-11.0,-34.5,2022-10-06T15:00:00.000000000,99.928925,0.0107318275,288.25174,5.2068624,-8.0178585,-0.048226643,-7.521776e-05
-11.0,-34.5,2022-10-06T18:00:00.000000000,98.26521,0.01066331,288.41818,9.78084,-9.100728,-0.011536052,-7.811274e-07
-11.0,-34.5,2022-10-06T21:00:00.000000000,89.86826,0.010228781,289.1608,9.508359,-11.382959,0.0005050399,2.3760736e-05
-11.0,-34.5,2022-10-07T00:00:00.000000000,89.85931,0.010161311,289.06454,7.425021,-14.7824955,-0.039022494,1.6250573e-05
